,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"U.S. Environmental Protection Agency, Office of Resource Conservation and Recovery (December 2023) Documentation for Greenhouse Gas Emission and Energy Factors used in the Waste Reduction Model (WARM). Factors from tables provided in the Management Practices Chapters and Background Chapters. ",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Notes:
These factors do not include avoided emissions impact from any of the disposal methods. This exclusion is an adjustment to the life-cycle factors in the WARM tool. Thus the waste factors presented above will not directly match the factors published in the WARM tool. All the factors presented above include transportation emissions, which are optional in the Scope 3 Calculation Guidance, with an assumed average distance traveled to the processing facility.
AR4 GWP values are used to convert all waste emission factors into CO2e. 
Short ton = 2000 lbs.
A Recycling emissions do not include avoided emissions associated with process energy, transportation energy, process non-energy, or forest carbon storage. Recycling emissions include transport to recycling facility and sorting of recycled materials at material recovery facility.
B Landfilling emissions do not include avoided emissions associated with energy recovery or landfill carbon sequestration. Landfilling emissions include transport to landfill, equipment use at landfill, and landfill CH4 emissions from anaerobic decomposition of biogenic carbon compounds. Landfill CH4 is based on typical landfill gas collection practices, average landfill moisture conditions, and U.S.-average non-baseload electricity grid mix.
C Combustion emissions do not include avoided emissions associated with displaced electric utility generation or decreased energy requirements for production processes using recycled inputs. Combustion emissions include transport to waste-to-energy facility and combustion-related non-biogenic CO2 and N2O.
D Composting emissions do not include avoided emissions associated with fertilizer offset or soil carbon storage. Composting emissions include transport to compost facility, equipment use at compost facility, and CH4 and N2O emissions during composting.
E Anaerobically Digested (Dry and Wet Digestate with Curing) emissions do not include avoided emissions associated with displaced electric utility generation, soil carbon storage, or avoided fertilizer application. Anaerobically Digested (Dry and Wet Digestate with Curing) emissions include transport to the anaerobic digester facility, equipment use at the anaerobic digester facility, biogas leakage at the digester, emissions released during the curing and land application process, and fugitive emissions during the curing and after land application. ",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 10,Scope 3 Category 6: Business Travel and Category 7: Employee Commuting ,,,,,,,,,,,,,,,,,,,,,,,,,
,,"These factors are intended for use in the distance-based method defined in the Scope 3 Calculation Guidance.  If fuel data are available, then the fuel-based method should be used, with factors from Tables 2 through 5. ",,,,,,,,,,,,,,,,,,,,,,,,,
,,Vehicle Type,"CO2 Factor 
(kg CO2 / unit)","CH4 Factor 
(g CH4 / unit)","N2O Factor 
(g N2O / unit)",Units,,,,,,,,,,,,,,,,,,,,,
,,Passenger Car A, 0.297 , 0.0059 , 0.0053 ,vehicle-mile,,,,,,,,,,,,,,,,,,,,,
,,Light-Duty Truck B, 0.394 , 0.0109 , 0.0088 ,vehicle-mile,,,,,,,,,,,,,,,,,,,,,
,,Motorcycle, 0.368 , 0.0888 , 0.0188 ,vehicle-mile,,,,,,,,,,,,,,,,,,,,,
,,Intercity Rail - Northeast Corridor C, 0.023 , 0.0010 , 0.0001 ,passenger-mile,,,,,,,,,,,,,,,,,,,,,
,,Intercity Rail - Other Routes C, 0.149 , 0.0120 , 0.0040 ,passenger-mile,,,,,,,,,,,,,,,,,,,,,
,,Intercity Rail - National Average C, 0.096 , 0.0080 , 0.0020 ,passenger-mile,,,,,,,,,,,,,,,,,,,,,
,,Commuter Rail D, 0.133 , 0.0105 , 0.0026 ,passenger-mile,,,,,,,,,,,,,,,,,,,,,
,,"Transit Rail (i.e. Subway, Tram) E", 0.093 , 0.0075 , 0.0010 ,passenger-mile,,,,,,,,,,,,,,,,,,,,,
,,Bus, 0.066 , 0.0046 , 0.0019 ,passenger-mile,,,,,,,,,,,,,,,,,,,,,
,,Air Travel - Short Haul (< 300 miles) , 0.207 , 0.0064 , 0.0066 ,passenger-mile,,,,,,,,,,,,,,,,,,,,,
,,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles) ", 0.129 , 0.0006 , 0.0041 ,passenger-mile,,,,,,,,,,,,,,,,,,,,,
,,Air Travel - Long Haul (>= 2300 miles) , 0.163 , 0.0006 , 0.0052 ,passenger-mile,,,,,,,,,,,,,,,,,,,,,
,,"Source: 
CO2, CH4, and N2O emissions data for highway vehicles are from Table 2-13 of the EPA (2024) Inventory of U.S. Greenhouse Gas Emissions and Sinks: 1990–2022.  
Vehicle-miles data for on-road vehicles are from Tables A-71 - A-73 of the EPA (2024) Inventory of U.S. Greenhouse Gas Emissions and Sinks: 1990–2022 (Annexes).  
Passenger-miles data for buses are from Table VM-1 of the Federal Highway Administration Highway Statistics (2024): 2022 data.
Fuel consumption data and passenger-miles data for rail are from Tables A.14 - A.16, 10-10, and 7.3 - 7.4 of the Transportation Energy Data Book: Edition 40 (2022): 2019 data. Fuel consumption was converted to emissions by using fuel and electricity emission factors presented in the tables above. 
Intercity Rail factors from communication with Amtrak, December 2024, based on 2023 data. 
Air Travel factors from 2022 Guidelines to Defra / DECC's GHG Conversion Factors for Company Reporting. Version 2.0 June 2022. Defra air travel emission factors held constant from 2022 release (2018 activity data) to more accurately reflect the current state of business travel as the 2023 and 2024 Defra release reflects significantly reduced load factors during COVID-19. ",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Notes: 
The factors represented in the table above represent combustion emissions only (tank-to-wheel) and do not represent upstream emissions or well-to-wheel emissions.
A Passenger cars are automobiles used primarily to transport 12 people or less for personal travel, and are less than 8,500 lbs in gross vehicle weight.
B Light-duty trucks are vehicles that primarily transport passengers such as sport utility vehicles (SUVs) and minivans. This category also includes vehicles used for transporting light-weight cargo which are equipped with special features such as four-wheel drive for off-road operation. The gross vehicle weight normally ranges around 8,500 pounds or less. 
C Intercity rail: Amtrak long-distance rail between major cities. Northeast Corridor extends from Boston to Washington D.C. Other Routes are all routes outside the Northeast Corridor.
D Commuter rail: rail service between a central city and adjacent suburbs (also called regional rail or suburban rail).  
E Transit rail: rail typically within an urban center, such as subways, elevated railways, metropolitan railways (metro), streetcars, trolley cars, and tramways.",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Global Warming Potential,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 11,   Global Warming Potential (GWP),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Industrial Designation or 
Common Name ",Chemical Formula ,100-Year GWP,,,,,,,,,,,,,,,,,,,,,,,
,,Carbon dioxide,CO2, 1 ,,,,,,,,,,,,,,,,,,,,,,,
,,Methane,CH4, 28 ,,,,,,,,,,,,,,,,,,,,,,,
,,Nitrous oxide,N2O, 265 ,,,,,,,,,,,,,,,,,,,,,,,
,,HFC-23,CHF3," 12,400 ",,,,,,,,,,,,,,,,,,,,,,,
,,HFC-32,CH2F2  , 677 ,,,,,,,,,,,,,,,,,,,,,,,
,,HFC-41,CH3F , 116 ,,,,,,,,,,,,,,,,,,,,,,,
,,HFC-125,CHF2CF3," 3,170 ",,,,,,,,,,,,,,,,,,,,,,,
,,HFC-134,CHF2CHF2," 1,120 ",,,,,,,,,,,,,,,,,,,,,,,
,,HFC-134a,CH2FCF3  ," 1,300 ",,,,,,,,,,,,,,,,,,,,,,,
,,HFC-143,CH2FCHF2, 328 ,,,,,,,,,,,,,,,,,,,,,,,
,,HFC-143a,CH3CF3  ," 4,800 ",,,,,,,,,,,,,,,,,,,,,,,
,,HFC-152,CH2FCH2F, 16 ,,,,,,,,,,,,,,,,,,,,,,,
,,HFC-152a,CH3CHF2  , 138 ,,,,,,,,,,,,,,,,,,,,,,,
,,HFC-161,CH3CH2F, 4 ,,,,,,,,,,,,,,,,,,,,,,,
,,HFC-227ea,CF3CHFCF3  ," 3,350 ",,,,,,,,,,,,,,,,,,,,,,,
,,HFC-236cb,CH2FCF2CF3," 1,210 ",,,,,,,,,,,,,,,,,,,,,,,
,,HFC-236ea,CHF2CHFCF3," 1,330 ",,,,,,,,,,,,,,,,,,,,,,,
,,HFC-236fa,CF3CH2CF3  ," 8,060 ",,,,,,,,,,,,,,,,,,,,,,,
,,HFC-245ca,CH2FCF2CHF2, 716 ,,,,,,,,,,,,,,,,,,,,,,,
,,HFC-245fa,CHF2CH2CF3  , 858 ,,,,,,,,,,,,,,,,,,,,,,,
,,HFC-365mfc,CH3CF2CH2CF3  , 804 ,,,,,,,,,,,,,,,,,,,,,,,
,,HFC-43-10mee,CF3CHFCHFCF2CF3  ," 1,650 ",,,,,,,,,,,,,,,,,,,,,,,
,,Sulfur hexafluoride,SF6," 23,500 ",,,,,,,,,,,,,,,,,,,,,,,
,,Nitrogen trifluoride,NF3," 16,100 ",,,,,,,,,,,,,,,,,,,,,,,
,,PFC-14,CF4," 6,630 ",,,,,,,,,,,,,,,,,,,,,,,
,,PFC-116,C2F6," 11,100 ",,,,,,,,,,,,,,,,,,,,,,,
,,PFC-218,C3F8," 8,900 ",,,,,,,,,,,,,,,,,,,,,,,
,,PFC-318,c-C4F8," 9,540 ",,,,,,,,,,,,,,,,,,,,,,,
,,PFC-31-10,C4F10," 9,200 ",,,,,,,,,,,,,,,,,,,,,,,
,,PFC-41-12,C5F12," 8,550 ",,,,,,,,,,,,,,,,,,,,,,,
,,PFC-51-14,C6F14," 7,910 ",,,,,,,,,,,,,,,,,,,,,,,
,,PFC-91-18,C10F18," 7,190 ",,,,,,,,,,,,,,,,,,,,,,,
,,"Source: 
100-year GWP values from IPCC Fifth Assessment Report (AR5), 2013. Chapter 8, Table 8.A.1, Lifetimes, Radiative Efficiencies and Metric Values.
IPCC AR5 was published in 2013 and is among the most current and comprehensive peer-reviewed assessments of climate change. AR5 provides revised GWP values of several GHGs relative to the values provided in previous assessment reports, following advances in scientific knowledge on the radiative efficiencies and atmospheric lifetimes of these GHGs. ",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 12,Global Warming Potential (GWP) for Blended Refrigerants,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ASHRAE #,100-year GWP,Blend Composition,,,,,,,,,,,,,,,,,,,,,,,
,,R-401A, 18 ,"53% HCFC-22 , 34% HCFC-124 , 13% HFC-152a",,,,,,,,,,,,,,,,,,,,,,,
,,R-401B, 15 ,"61% HCFC-22 , 28% HCFC-124 , 11% HFC-152a",,,,,,,,,,,,,,,,,,,,,,,
,,R-401C, 21 ,"33% HCFC-22 , 52% HCFC-124 , 15% HFC-152a",,,,,,,,,,,,,,,,,,,,,,,
,,R-402A," 1,902 ","38% HCFC-22 , 60% HFC-125 , 2% propane",,,,,,,,,,,,,,,,,,,,,,,
,,R-402B," 1,205 ","60% HCFC-22 , 38% HFC-125 , 2% propane",,,,,,,,,,,,,,,,,,,,,,,
,,R-403B," 3,471 ","56% HCFC-22 , 39% PFC-218 , 5% propane",,,,,,,,,,,,,,,,,,,,,,,
,,R-404A," 3,943 ","44% HFC-125 , 4% HFC-134a , 52% HFC-143a",,,,,,,,,,,,,,,,,,,,,,,
,,R-406A, 0 ,"55% HCFC-22 , 41% HCFC-142b , 4% isobutane",,,,,,,,,,,,,,,,,,,,,,,
,,R-407A," 1,923 ","20% HFC-32 , 40% HFC-125 , 40% HFC-134a",,,,,,,,,,,,,,,,,,,,,,,
,,R-407B," 2,547 ","10% HFC-32 , 70% HFC-125 , 20% HFC-134a",,,,,,,,,,,,,,,,,,,,,,,
,,R-407C," 1,624 ","23% HFC-32 , 25% HFC-125 , 52% HFC-134a",,,,,,,,,,,,,,,,,,,,,,,
,,R-407D," 1,487 ","15% HFC-32 , 15% HFC-125 , 70% HFC-134a",,,,,,,,,,,,,,,,,,,,,,,
,,R-408A," 2,430 ","47% HCFC-22 , 7% HFC-125 , 46% HFC-143a",,,,,,,,,,,,,,,,,,,,,,,
,,R-409A, 0 ,"60% HCFC-22 , 25% HCFC-124 , 15% HCFC-142b",,,,,,,,,,,,,,,,,,,,,,,
,,R-410A," 1,924 ","50% HFC-32 , 50% HFC-125",,,,,,,,,,,,,,,,,,,,,,,
,,R-410B," 2,048 ","45% HFC-32 , 55% HFC-125",,,,,,,,,,,,,,,,,,,,,,,
,,R-411A, 15 ,"87.5% HCFC-22 , 11% HFC-152a , 1.5% propylene",,,,,,,,,,,,,,,,,,,,,,,
,,R-411B, 4 ,"94% HCFC-22 , 3% HFC-152a , 3% propylene",,,,,,,,,,,,,,,,,,,,,,,
,,R-414A, 0 ,"51% HCFC-22 , 28.5% HCFC-124 , 16.5% HCFC-142b , 4% isobutane",,,,,,,,,,,,,,,,,,,,,,,
,,R-414B, 0 ,"50% HCFC-22 , 39% HCFC-124 , 9.5% HCFC-142b , 1.5% isobutane",,,,,,,,,,,,,,,,,,,,,,,
,,R-417A," 2,127 ","46.6% HFC-125 , 50% HFC-134a , 3.4% butane",,,,,,,,,,,,,,,,,,,,,,,
,,R-422A," 2,847 ","85.1% HFC-125 , 11.5% HFC-134a , 3.4% isobutane",,,,,,,,,,,,,,,,,,,,,,,
,,R-422D," 2,473 ","65.1% HFC-125 , 31.5% HFC-134a , 3.4% isobutane",,,,,,,,,,,,,,,,,,,,,,,
,,R-424A," 3,104 ","50.5% HFC-125 , 47% HFC-134a , 1% butane , 0.9% isobutane , 0.6% isopentane",,,,,,,,,,,,,,,,,,,,,,,
,,R-426A," 1,371 ","5.1% HFC-125 , 93% HFC-134a , 1.3% butane , 0.6% isobutane",,,,,,,,,,,,,,,,,,,,,,,
,,R-428A," 3,417 ","77.5% HFC-125 , 20% HFC-143a , 1.9% isobutane , 0.6% propane",,,,,,,,,,,,,,,,,,,,,,,
,,R-434A," 3,075 ","63.2% HFC-125 , 16% HFC-134a , 18% HFC-143a , 2.8% isobutane",,,,,,,,,,,,,,,,,,,,,,,
,,R-507A," 3,985 ","50% HFC-125 , 50% HFC-143a",,,,,,,,,,,,,,,,,,,,,,,
,,R-508A," 11,607 ","39% HFC-23 , 61% PFC-116",,,,,,,,,,,,,,,,,,,,,,,
,,R-508B," 11,698 ","46% HFC-23 , 54% PFC-116",,,,,,,,,,,,,,,,,,,,,,,
,,"Source: 
100-year GWP values from IPCC Fifth Assessment Report (AR5), 2013. Chapter 8, Table 8.A.1, Lifetimes, Radiative Efficiencies and Metric Values.
GWP values of blended refrigerants are based only on their HFC and PFC constituents, which are based on data from https://www.epa.gov/snap/compositions-refrigerant-blends.",,,,,,,,,,,,,,,,,,,,,,,,,
